Spreadsheet tab,Spreadsheet tab description,Element or value display name,Description,Data type,Unit,Calculation,Format,Low Value,High Value,Acceptable values,Required,Accepts null value
MeasGrazingPlants,Grazing plants biomass,AboveGr Bio C kgC/ha,Carbon content of above ground biomass,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,AboveGr Bio N kgN/ha,Nitrogen content of above ground biomass,NUMERIC,NA,kg/ha,NA,0,2500,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,BelowGr Bio C kgC/ha,Carbon content of below ground biomass,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,BelowGr Bio N kgN/ha,Nitrogen content of below ground biomass,NUMERIC,NA,kg/ha,NA,0,2500,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,ANPP C kgC/ha/yr,Carbon content of above ground net primary production (i.e. new growth),NUMERIC,NA,kg/ha/yr,NA,0,25000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,ANPP N kgN/ha/yr,Nitrogen content of above ground net primary production (i.e. new growth),NUMERIC,NA,kg/ha/yr,NA,0,2500,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,BNPP C kgC/ha/yr,Carbon content of below ground primary production (i.e. new root material produced),NUMERIC,NA,kg/ha/yr,NA,0,25000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,BNPP N kgN/ha/yr,Nitrogen content of below ground primary production (i.e. new root material produced),NUMERIC,NA,kg/ha/yr,NA,0,2500,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,AboveGr Bio STD kg/ha (dry),Dryweight of the above ground biomass - standard deviation,NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,Surface Litter STD kg/ha (dry),Dryweight of the surface litter - standard deviation,NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,Standing Dead STD kg/ha (dry),Dryweight of the standing dead plant material - standard deviation,NUMERIC,NA,kg/ha,NA,0,50000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,LAI STD kg/ha,Leaf area index - surface area leaves / surface area land - standard deviation,NUMERIC,NA,kg/ha,NA,0,10,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,Biomass N STD %,The nitrogen mass divided by the biomass and multiplied by 100. - standard deviation,NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,Lignin STD %,The lignin mass divided by the biomass and multiplied by 100. - standard deviation,NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,Ground Cover STD %,The surface area of vegetation divided by the surface area of land. - standard deviation ,NUMERIC,%,NA,NA,0,100,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,AboveGr Bio C STD kgC/ha,Carbon content of above ground biomass - standard deviation,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,AboveGr Bio N STD kgN/ha,Nitrogen content of above ground biomass - standard deviation,NUMERIC,NA,kg/ha,NA,0,2500,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,BelowGr Bio C STD kgC/ha,Carbon content of below ground biomass - standard deviation,NUMERIC,NA,kg/ha,NA,0,25000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,BelowGr Bio N STD kgN/ha,Nitrogen content of below ground biomass - standard deviation,NUMERIC,NA,kg/ha,NA,0,2500,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,ANPP C STD kgC/ha/yr,Carbon content of above ground net primary production (i.e. new growth) - standard deviation,NUMERIC,NA,kg/ha/yr,NA,0,25000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,ANPP N STD kgN/ha/yr,Nitrogen content of above ground net primary production (i.e. new growth) - standard deviation,NUMERIC,NA,kg/ha/yr,NA,0,2500,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,BNPP C STD kgC/ha/yr,Carbon content of below ground primary production (i.e. new root material produced) - standard deviation,NUMERIC,NA,kg/ha/yr,NA,0,25000,NA,N,Y
MeasGrazingPlants,Grazing plants biomass,BNPP N STD kgN/ha/yr,Nitrogen content of below ground primary production (i.e. new root material produced) - standard deviation,NUMERIC,NA,kg/ha/yr,NA,0,2500,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Exp Unit ID,Unique experimental identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasYieldNutUptake,Yield nutrient uptake,Sampling Date,Date the harvest event occurred,DATE,NA,NA,mm/dd/yyyy,1/1/1900,now,NA,Y,N
MeasYieldNutUptake,Yield nutrient uptake,Treatment ID,Treatment identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasYieldNutUptake,Yield nutrient uptake,Growth Stage,Growth stage,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasYieldNutUptake,Yield nutrient uptake,Crop,Crop,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasYieldNutUptake,Yield nutrient uptake,Plant Fraction,What was analyzed and harvested,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasYieldNutUptake,Yield nutrient uptake,Model if simulated ,Model used if data are simulated. All data are assumed to be observed if blank.,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Dry Matt kg/ha YNU,The dry biomass of the plant fraction,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Moist % YNU,The percent moisture of the plant fraction,NUMERIC,%,NA,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac C kgC/ha YNU,The carbon content of the plant fraction,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac N kgN/ha YNU,The nitrogen content of the plant fraction,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac P kgP/ha,The phosphorus content of the plant fraction,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac K kgK/ha,The potassium content of the plant fraction,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac S kgS/ha,The sulfur content of the plant fraction,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Ca kgCa/ha,The calcium content of the plant fraction,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Mg kgMg/ha,The magnesium content of the plant fraction,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Cu gCu/ha,The copper content of the plant fraction,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Fe gFe/ha,The iron content of the plant fraction,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Mn gMn/ha,The manganese content of the plant fraction,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Zn gZn/ha,The zinc content of the plant fraction,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac B gB/ha,The boron content of the plant fraction,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Mo gMo/ha,The molybdenum content of the plant fraction,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Grain Weight mg/kernel YNU,Grain (kernel) weight,NUMERIC,NA,mg/kernel,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Dry Matt STD kg/ha YNU,The dry biomass of the plant fraction - standard deviation,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Moist STD % YNU,The percent moisture of the plant fraction - standard deviation,NUMERIC,%,NA,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac C STD kgC/ha YNU,The carbon content of the plant fraction - standard deviation,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac N STD kgN/ha YNU,The nitrogen content of the plant fraction - standard deviation,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac P STD kgP/ha,The phosphorus content of the plant fraction - standard deviation,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac K STD kgK/ha,The potassium content of the plant fraction - standard deviation,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac S STD kgS/ha,The sulfur content of the plant fraction - standard deviation,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Ca STD kgCa/ha,The calcium content of the plant fraction - standard deviation,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Mg STD kgMg/ha,The magnesium content of the plant fraction - standard deviation,NUMERIC,NA,kg/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Cu STD gCu/ha,The copper content of the plant fraction - standard deviation,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Fe STD gFe/ha,The iron content of the plant fraction -  standard deviation,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Mn STD gMn/ha,The manganese content of the plant fraction - standard deviation,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Zn STD gZn/ha,The zinc content of the plant fraction - standard deviation,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac B STD gB/ha,The boron content of the plant fraction - standard deviation,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Frac Mo STD gMo/ha,The molybdenum content of the plant fraction - standard deviation,NUMERIC,NA,g/ha,NA,NA,NA,NA,N,Y
MeasYieldNutUptake,Yield nutrient uptake,Grain Weight STD mg/kernel YNU,Grain (kernel) weight - standard deviation,NUMERIC,NA,mg/kernel,NA,NA,NA,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,Exp Unit ID,Unique experimental identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasGasNutrientLoss,Gas nutrient loss,Date,Date the harvest event occurred,DATE,NA,NA,mm/dd/yyyy,1/1/1900,now,NA,Y,N
MeasGasNutrientLoss,Gas nutrient loss,Time,Time that the harvest event occurred,CHARACTER,NA,NA,hr/min/sec,0:00:00,23:59:59,NA,Y,N
MeasGasNutrientLoss,Gas nutrient loss,Treatment ID,Treatment identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasGasNutrientLoss,Gas nutrient loss,Growth Stage,Growth stage,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasGasNutrientLoss,Gas nutrient loss,Crop,Crop,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasGasNutrientLoss,Gas nutrient loss,Sampling Start-Stop Interval,Sampling Start-Stop Interval,CHARACTER,NA,NA,NA,NA,NA,Start | Stop-Start | Stop,Y,N
MeasGasNutrientLoss,Gas nutrient loss,Model if simulated ,Model used if data are simulated. All data are assumed to be observed if blank.,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,NOx-N g/ha/day,Greenhouse gasses - Nitric oxide per day,NUMERIC,NA,g/ha/day,NA,-100,10000,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,N2-N g/ha/day,Denitrification - Nitrogen per day,NUMERIC,NA,g/ha/day,NA,-100,10000,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,N2O-N g/ha/day,Denitrification - Nitrous oxide per day,NUMERIC,NA,g/ha/day,NA,-100,10000,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,NH3-N kg/ha/day,Ammonia volatilization per day,NUMERIC,NA,kg/ha/day,NA,-10000,50000,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,NOx-N STD g/ha/day,Greenhouse gasses - Nitric oxide per day - standard deviation,NUMERIC,NA,g/ha/day,NA,-100,10000,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,N2-N STD g/ha/day,Denitrification - Nitrogen per day - standard deviation,NUMERIC,NA,g/ha/day,NA,-100,10000,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,N2O-N STD kg/ha,Denitrification - Nitrous oxide per day - standard deviation,NUMERIC,NA,kg/ha,NA,-100,10000,NA,N,Y
MeasGasNutrientLoss,Gas nutrient loss,NH3-N STD kg/ha/day,Ammonia volatilization per day - standard deviation,NUMERIC,NA,kg/ha/day,NA,-10000,50000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Exp Unit ID,Unique experimental identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasWaterQualityConc,Water erosion and leaching concentration,Date,Date the harvest event occurred,DATE,NA,NA,mm/dd/yyyy,1/1/1900,now,NA,Y,N
MeasWaterQualityConc,Water erosion and leaching concentration,Time,Time that the harvest event occurred,CHARACTER,NA,NA,hr/min/sec,0:00:00,23:59:59,NA,Y,N
MeasWaterQualityConc,Water erosion and leaching concentration,Treatment ID,Treatment identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasWaterQualityConc,Water erosion and leaching concentration,Growth Stage,Growth stage,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasWaterQualityConc,Water erosion and leaching concentration,Crop,Crop,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasWaterQualityConc,Water erosion and leaching concentration,Sampling Start-Stop Interval,Sampling Start-Stop Interval,CHARACTER,NA,NA,NA,NA,NA,Start | Stop-Start | Stop,Y,N
MeasWaterQualityConc,Water erosion and leaching concentration,Model if simulated ,Model used if data are simulated. All data are assumed to be observed if blank.,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Surface or Leaching,Surface or Leaching,CHARACTER,NA,NA,NA,NA,NA,Surface | Leaching,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Sampling Depth cm,"Entered if Leaching is chosen from the previous field. If data are simulated a model will be entered. If the data are observed, this will be blank.",CHARACTER,cm,NA,NA,0,200,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Losses or Deposition,Losses or Deposition,CHARACTER,NA,NA,NA,NA,NA,Losses | Deposition,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Erosion Method ,Erosion Method ,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Erosion kg (sediment),Erosion kg (sediment),NUMERIC,kg,NA,NA,0,10000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Erosion Total suspended solids kg,Erosion Total suspended solids kg,NUMERIC,kg,NA,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Erosion Total solids kg,Erosion Total solids kg,NUMERIC,kg,NA,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Soil organic matter mg SOM/L,Soil organic matter mg SOM/L,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Soil organic carbon mg C/L,Soil organic carbon mg C/L,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Water mm,Water mm,NUMERIC,NA,mm,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg total N/L,Nitrogen,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg Total P/L,Phosphorus,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg NH4-N/L,Ammonium,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg NO3-N/L,Nitrate,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Total Dissolved N mg/L,Total Dissolved nitrogen,NUMERIC,NA,mg/L,NA,NA,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Total Dissolved mg P/L,Total Dissolved phosphorus,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg Cl/L,Chlorine,NUMERIC,NA,mg/L,NA,NA,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,pH,pH level,NUMERIC,NA,NA,NA,0,14,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,EC mS/cm,Conductivity,NUMERIC,NA,mS/cm,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg K/L,Dissolved potassium,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg S/L,Dissolved sulfur,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Ca/L,Dissolved calcium,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Mg/L,Dissolved magnesium,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Cu/L,Dissolved cppper,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Fe/L,Dissolved iron,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Mn/L,Dissolved manganese,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Zn/L,Dissolved zinc,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug B/L,Dissolved boron,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Mo/L,Dissolved molybdenum,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Al/L,Dissolved aluminum,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Na/L,Dissolved sodium,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Si/L,Dissolved silicon,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Erosion kg (sediment) STD,Erosion kg (sediment) - standard deviation,NUMERIC,kg,NA,NA,0,10000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Erosion Total suspended solids kg STD,Erosion Total suspended solids kg - standard deviation,NUMERIC,kg,NA,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Erosion Total solids kg STD,Erosion Total solids kg - standard deviation,NUMERIC,kg,NA,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Soil organic matter mg SOM/L STD,Soil organic matter mg SOM/L - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Soil organic carbon mg C/L STD,Soil organic carbon mg C/L - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Water mm STD,Water mm - standard deviation,NUMERIC,NA,mm,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg total N/L STD,Nitrogen - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg total P/L STD,Phosphorus - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg NH4-N/L STD,Ammonium - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg NO3-N/L STD,Nitrate - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Total Dissolved N mg N/L STD,Total Dissolved nitrogen - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Total Dissolved P mg P/L STD,Total Dissolved phosphorus - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,mg total Cl/L STD,Chlorine - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,pH STD,pH level - standard deviation,NUMERIC,NA,NA,NA,0,3,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,EC mS/cm STD,Conductivity - standard deviation,NUMERIC,NA,mS/cm,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg K/L STD,Dissolved potassium - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg S/L STD,Dissolved sulfur - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Ca/L STD,Dissolved calcium - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Mg/L,Dissolved magnesium - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Cu/L,Dissolved cppper - standard deviation,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Fe/L,Dissolved iron - standard deviation,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Mn/L,Dissolved manganese - standard deviation,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Zn/L,Dissolved zinc - standard deviation,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug B/L,Dissolved boron - standard deviation,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved ug Mo/L,Dissolved molybdenum - standard deviation,NUMERIC,NA,ug/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Al/L,Dissolved aluminum - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Na/L,Dissolved sodium - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityConc,Water erosion and leaching concentration,Dissolved mg Si/L,Dissolved silicon - standard deviation,NUMERIC,NA,mg/L,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Exp Unit ID,Unique experimental identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasWaterQualityArea,Water erosion and leaching per area,Date,Date the harvest event occurred,DATE,NA,NA,mm/dd/yyyy,1/1/1900,now,NA,Y,N
MeasWaterQualityArea,Water erosion and leaching per area,Time,Time that the harvest event occurred,CHARACTER,NA,NA,NA,0:00:00,23:59:59,NA,Y,N
MeasWaterQualityArea,Water erosion and leaching per area,Treatment ID,Treatment identifier,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasWaterQualityArea,Water erosion and leaching per area,Growth Stage,Growth stage,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasWaterQualityArea,Water erosion and leaching per area,Crop,Crop,CHARACTER,NA,NA,NA,NA,NA,NA,Y,N
MeasWaterQualityArea,Water erosion and leaching per area,Sampling Start-Stop Interval,Sampling Start-Stop Interval,CHARACTER,NA,NA,NA,NA,NA,Start | Stop-Start | Stop,Y,N
MeasWaterQualityArea,Water erosion and leaching per area,Model if simulated ,Model used if data are simulated. All data are assumed to be observed if blank.,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Surface or Leaching,Surface or Leaching,CHARACTER,NA,NA,NA,NA,NA,Surface | Leaching,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Sampling Depth cm,"Entered if Leaching is chosen from the previous field. If data are simulated a model will be entered. If the data are observed, this will be blank.",CHARACTER,cm,NA,NA,0,200,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Losses or Deposition,Losses or Deposition,CHARACTER,NA,NA,NA,NA,NA,Losses | Deposition,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Erosion Method ,Erosion Method ,CHARACTER,NA,NA,NA,NA,NA,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Erosion t (sediment)/ha,Sediment erosion,NUMERIC,NA,t/ha,NA,0,500,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Erosion Total suspended solids t/ha,Total suspended solids erosion,NUMERIC,NA,t/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Erosion Total solids t/ha,Total solids erosion,NUMERIC,NA,t/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Soil organic matter kg/ha,Soil organic matter,NUMERIC,NA,kg/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Soil organic carbon kg C/ha,Soil organic carbon,NUMERIC,NA,kg C/ha,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Water mm,Water,NUMERIC,mm,NA,NA,0,1000,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg total N/ha,Total nitrogen,NUMERIC,NA,kg N/ha,NA,0,500,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg total P/ha,Total phosphorus,NUMERIC,NA,kg P/ha,NA,0,100,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg NH4-N/ha,Total ammonium,NUMERIC,NA,kg NH4-N/ha,NA,0,500,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,kg NO3-N/ha,Total nitrate,NUMERIC,NA,kg NO3-N/ha,NA,0,500,NA,N,Y
MeasWaterQualityArea,Water erosion and leaching per area,Total Dissolved N kg N/ha,Total dissolved nitrogen,NUMERIC,NA,kg N/ha,NA,0,100,NA,N,Y
